Query ID,Runtime
315,1.938202142715454
172,1.8471848964691162
630,2.1073338985443115
376,1.7469377517700195
625,1.7579760551452637
213,1.8702819347381592
200,2.0050852298736572
192,1.9804458618164062
339,1.7468299865722656
348,1.8287689685821533
129,1.8922040462493896
700,1.9569377899169922
701,2.2691731452941895
316,1.4622151851654053
193,2.2412238121032715
328,2.044264078140259
786,1.8623287677764893
631,1.7129080295562744
201,1.7921521663665771
8,1.8134238719940186
102,1.9179577827453613
103,2.1482930183410645
0,1.851830005645752
493,1.6223139762878418
9,1.801110029220581
583,1.518740177154541
623,2.2005701065063477
494,1.80743408203125
771,2.0546839237213135
632,1.7238168716430664
417,2.0934979915618896
677,1.7770791053771973
643,1.798703908920288
282,1.4226438999176025
340,1.8578860759735107
173,1.9186029434204102
792,1.93929123878479
110,1.7799079418182373
584,1.8135130405426025
77,1.9100360870361328
341,1.7852790355682373
1,1.8179028034210205
787,1.9505109786987305
329,1.887794017791748
793,1.889503002166748
423,1.5779922008514404
135,1.766244888305664
245,1.7540626525878906
55,1.752197027206421
472,2.1505279541015625
342,1.7879469394683838
125,1.8496110439300537
62,1.6591529846191406
400,1.8809027671813965
330,1.9827189445495605
693,1.8654420375823975
202,1.6419541835784912
174,1.6404259204864502
694,1.8166520595550537
343,2.1080267429351807
130,1.803544282913208
107,1.7277722358703613
633,1.8412799835205078
745,1.7485249042510986
63,1.948228120803833
175,2.0645689964294434
317,1.8057959079742432
246,1.7850980758666992
320,1.703688144683838
203,1.807183027267456
131,1.7178490161895752
634,1.8939857482910156
644,1.840259075164795
10,1.6898610591888428
2,1.772935152053833
580,2.320251226425171
318,1.9135189056396484
495,1.8032140731811523
132,1.867811679840088
621,1.7649998664855957
26,1.6711528301239014
695,1.878345012664795
496,1.8315458297729492
418,1.5984759330749512
104,1.8393359184265137
331,1.9215221405029297
788,1.8219668865203857
497,1.9541521072387695
424,2.0007667541503906
27,1.6589410305023193
204,2.2196109294891357
197,1.7190890312194824
639,1.736158847808838
645,1.679614782333374
702,1.8292551040649414
299,1.8146638870239258
746,1.7750129699707031
678,2.0524187088012695
794,1.7507410049438477
401,1.6444921493530273
247,1.7156000137329102
434,1.848243236541748
136,2.2790119647979736
747,1.8168699741363525
283,1.6366279125213623
248,1.8714210987091064
419,2.0534729957580566
635,1.7818422317504883
636,2.0658581256866455
133,1.8880362510681152
618,1.850846290588379
288,1.7568111419677734
332,1.6096107959747314
3,1.985252857208252
285,1.9082708358764648
624,1.8700201511383057
772,1.911755084991455
773,1.8486316204071045
774,1.8609378337860107
775,1.943464756011963
776,1.7265779972076416
777,1.7587990760803223
289,1.857429027557373
210,1.6050050258636475
56,1.6923420429229736
253,1.8499681949615479
79,1.8197879791259766
4,1.6309587955474854
425,1.8046061992645264
194,1.940406084060669
573,1.8723840713500977
646,1.8131051063537598
333,1.8097198009490967
321,1.6879298686981201
795,1.7634527683258057
30,1.9502570629119873
176,1.8228342533111572
640,1.649832010269165
11,1.7689268589019775
211,1.7348051071166992
531,2.0321061611175537
286,1.8050451278686523
290,1.734292984008789
195,1.8134138584136963
679,2.534116268157959
680,1.8014740943908691
300,1.8594460487365723
57,1.8011629581451416
126,1.720944881439209
31,1.7088110446929932
134,1.884526014328003
344,3.0212149620056152
704,1.8902342319488525
137,1.6358771324157715
349,1.7613739967346191
334,1.9654059410095215
421,1.9007439613342285
196,1.9425151348114014
585,1.900313138961792
555,1.935513973236084
574,1.8890998363494873
64,1.7849769592285156
65,1.7776408195495605
641,1.9413859844207764
58,1.7533299922943115
619,1.6429376602172852
789,1.7760562896728516
83,1.8145098686218262
66,1.8042266368865967
345,1.6147162914276123
205,1.779158115386963
238,1.8423590660095215
84,1.5978610515594482
576,1.8170650005340576
556,1.7735133171081543
681,1.9825310707092285
502,1.807708740234375
402,1.810215711593628
532,1.8820862770080566
796,1.9503428936004639
667,1.7971739768981934
668,1.8820219039916992
111,1.8605351448059082
322,1.8404271602630615
350,1.8351378440856934
32,2.1162776947021484
637,1.668879747390747
292,1.472168207168579
498,1.7466959953308105
533,2.222172975540161
403,1.8615429401397705
28,1.8272440433502197
790,1.80234694480896
626,1.6929919719696045
335,1.8102688789367676
705,1.9567937850952148
435,1.9794580936431885
127,1.8174469470977783
239,1.8491058349609375
357,1.888598918914795
534,1.8555052280426025
535,1.9543061256408691
703,1.8368539810180664
473,1.8286998271942139
778,2.063488006591797
122,1.694300889968872
638,1.8061749935150146
6,1.648611068725586
139,1.8906679153442383
557,1.8229920864105225
586,1.6689209938049316
577,1.8765699863433838
456,1.6383469104766846
578,1.7613451480865479
579,1.786539077758789
682,1.742919921875
426,1.6748371124267578
123,1.7423408031463623
206,1.864283800125122
140,2.0618231296539307
80,1.9124462604522705
627,1.705570936203003
12,2.6285691261291504
581,2.0728750228881836
240,1.8313682079315186
301,1.8046913146972656
683,1.8237969875335693
536,1.8877990245819092
779,1.8389990329742432
797,1.8778202533721924
112,1.8983674049377441
128,1.8077411651611328
105,1.8997077941894531
302,1.8255689144134521
319,1.78916597366333
303,1.8473107814788818
748,1.9261510372161865
33,1.7613859176635742
404,1.7414970397949219
457,1.7659828662872314
587,1.8756790161132812
124,1.9342410564422607
791,2.80983567237854
34,1.787013292312622
141,1.845639705657959
