Query ID,Runtime
1,0.801192045211792
109,0.5220930576324463
48,0.4922499656677246
64,0.6305749416351318
130,0.5663349628448486
105,0.5068511962890625
153,0.5065450668334961
157,0.6369071006774902
22,0.5239439010620117
27,0.6404931545257568
18,0.5963239669799805
65,0.45961499214172363
70,0.4828360080718994
66,0.48467493057250977
146,0.6287617683410645
3,0.4368269443511963
90,0.557110071182251
97,0.6520071029663086
111,0.49655604362487793
26,0.4784567356109619
156,0.49093198776245117
4,0.5875949859619141
28,0.4872260093688965
51,0.4451630115509033
52,0.38199710845947266
147,0.5763850212097168
101,0.6111619472503662
9,0.554326057434082
77,4.343216896057129
75,0.5267090797424316
158,0.5754618644714355
108,0.5467960834503174
83,0.5344531536102295
57,0.4069950580596924
118,0.5222938060760498
33,0.40681982040405273
76,0.4198930263519287
102,0.46799588203430176
34,0.6498908996582031
115,0.5280272960662842
19,0.5538549423217773
159,0.540381908416748
29,0.506040096282959
67,0.5730841159820557
116,0.4436149597167969
12,0.4170238971710205
134,0.5150101184844971
135,0.6333110332489014
73,0.48902392387390137
74,0.4918959140777588
38,0.43941473960876465
78,0.5785558223724365
119,0.5379977226257324
41,0.45824599266052246
136,0.49373531341552734
16,0.47321295738220215
120,0.49724602699279785
68,0.3295760154724121
62,0.5875236988067627
42,0.530555009841919
117,0.4835641384124756
92,0.43537092208862305
148,0.5809431076049805
63,0.5607669353485107
14,0.5013010501861572
58,0.5222151279449463
10,0.45894384384155273
110,0.40241408348083496
79,0.44272780418395996
0,0.5972750186920166
103,0.42554593086242676
11,0.49831295013427734
122,0.4988288879394531
35,0.4675121307373047
23,0.5364773273468018
93,0.427462100982666
86,0.4061281681060791
5,0.5024268627166748
43,0.3277451992034912
15,0.4597439765930176
21,0.4789881706237793
133,0.4626760482788086
71,0.5915570259094238
98,0.42662501335144043
123,0.5850470066070557
84,0.49547886848449707
106,0.5114059448242188
44,1.4838430881500244
30,0.4572129249572754
36,0.4244232177734375
53,0.3657228946685791
13,0.5647633075714111
85,0.5104572772979736
149,0.4429137706756592
112,0.5421888828277588
154,0.5792739391326904
150,1.4390640258789062
160,0.5202829837799072
37,0.4584951400756836
137,0.4882528781890869
94,0.3637211322784424
95,0.4758799076080322
138,0.32372212409973145
49,0.4225888252258301
104,0.47670793533325195
6,0.45120882987976074
145,2.042695999145508
45,0.489185094833374
131,0.6180768013000488
132,0.5630102157592773
24,0.8349039554595947
161,0.36509275436401367
80,0.4184091091156006
50,0.3777599334716797
96,0.4948859214782715
91,0.4913179874420166
82,0.4235200881958008
46,0.5123870372772217
87,0.40788722038269043
151,0.4638652801513672
121,0.42579197883605957
107,0.35710906982421875
31,0.4042050838470459
47,0.47997379302978516
139,0.8863649368286133
140,0.513983964920044
141,0.5390260219573975
142,0.488084077835083
143,0.40353989601135254
144,0.5271732807159424
2,0.2996819019317627
113,0.43372631072998047
59,0.39472103118896484
88,0.5054831504821777
114,0.38935184478759766
54,0.35496020317077637
124,0.3322880268096924
125,0.3929593563079834
126,0.44367194175720215
127,1.5572900772094727
128,0.500432014465332
129,0.42086291313171387
72,0.5393731594085693
8,0.5780959129333496
81,0.47097182273864746
39,0.5743751525878906
89,0.3563830852508545
55,0.45659780502319336
69,0.6086609363555908
99,0.5072469711303711
100,0.7554378509521484
60,0.38498616218566895
152,0.4786841869354248
61,0.47708988189697266
25,0.4989309310913086
32,0.43953895568847656
17,0.4703369140625
155,0.39278697967529297
56,0.5463919639587402
7,0.36133289337158203
40,0.42627501487731934
